user,text,date,emotion,sentiment,LLM,ML
@vaalee1899,"el que vive confiado, muere traicionado","Jan 6, 2024 · 2:48 AM UTC",confident,powerful,NEGATIVO,NEUTRO
@ameliecast_22,Siempre hay algo bondadoso en no preguntar.,"Jan 5, 2024 · 10:17 PM UTC",loving,peaceful,POSITIVO,NEUTRO
@martubaez_,viernes 23:58  me puse a jugar al solitario se viene un nochon,"Jan 6, 2024 · 2:58 AM UTC",distant,mad,POSITIVO,NEGATIVO
@Yaramsi3,Juntos creamos un impacto positivo.  #UnidosTodosX #DeZurdaTeam,"Jan 6, 2024 · 3:28 AM UTC",confident,powerful,POSITIVO,POSITIVO
@vxlentina21,"estoy segurisima que en algún momento todo deja de doler, por ahora no pero en algún momento seguro que si","Jan 6, 2024 · 3:34 AM UTC",confident,powerful,NEUTRO,POSITIVO
@drpetanca,"El éxito en #Twitter no es el análisis sesudo y sosegado, ni siquiera la verdad. El éxito es la polémica estúpida y visceral, incluso mejor si es mentira.","Jan 5, 2024 · 6:37 PM UTC",sleepy,sad,NEGATIVO,NEUTRO
@user01001011k,Qué se supone que debo de hacer con una lista de nombres e información que nisiquiera sé si es 100% fiable?? Cómo así que no me puedo reír de los memes🤣,"Jan 5, 2024 · 4:29 PM UTC",secure,peaceful,NEGATIVO,NEUTRO
@CriptoClifford,"El protocolo DeFi Gamma Strategies se ve afectado por un hackeo que permitió a un atacante el robo de más de 1500 ETH, una pérdida de alrededor de 3,4 millones de dólares","Jan 6, 2024 · 1:57 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@hectorey11,"San Lombana le dice ladrón o ladrona al que él le da la gana,cuando a él le da la gana y como a él le da la gana  Ah..pero sale un simple videito🥃 bien happy🥃hablando lento🥃 enredado🥃con la mirada perdida🥃y ya llevan 5 días: Ay Dios mio😭😭😥están haciendo campaña sucia😥😢","Jan 5, 2024 · 9:46 PM UTC",stupid,sad,NEGATIVO,NEGATIVO
@rvbrii,estoy muy mayor he salido dolorido de los coches de choque de la feria :(,"Jan 6, 2024 · 12:08 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Elias26658368,"Pensar en positivo, solamente me queda eso","Jan 6, 2024 · 3:28 AM UTC",confident,powerful,POSITIVO,POSITIVO
@NIKTE2508,Y el dolor era como el fin del mundo.  Llega un momento en que hablar simplemente del dolor se vuelve redundante. Nadie sabe que existe un dolor de esta magnitud. Nadie. Es como estar poseído por demonios.,"Jan 6, 2024 · 1:29 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@juan_aranda0,"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía."" -Jim Carrey","Jan 4, 2024 · 11:40 AM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@ma1gicmushro0ms,quiero ir a ver a mi travieso Scott,"Jan 6, 2024 · 12:20 AM UTC",playful,joyful,NEUTRO,POSITIVO
@Iamjc13dgo,"Aún existe la gente buena, pura, autentica, leal, desinteresada y con un corazón de puro amor, muy grato es coincidir!!! 🫶🏻🫂","Jan 6, 2024 · 1:40 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@rutaaraucania,"🚗🚙 La ruta no es una pista de carreras, no intentes adelantar con movimientos arriesgados, mantente seguro y maneja siempre por la pista derecha. #NoLoLlamesAccidente","Jan 6, 2024 · 3:31 AM UTC",confident,powerful,NEUTRO,POSITIVO
@SegundaCuerda,"Una buena triple amenaza es un bien escaso pero mega satisfactorio, excelente evento estelar de SD cómo hace un rato ya no había","Jan 6, 2024 · 3:06 AM UTC",successful,powerful,POSITIVO,POSITIVO
@Luciaferiaaa,Yo pensaba que estaba enfadado conmigo,"Jan 5, 2024 · 10:25 PM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@vanecrssk,Odio sentir que molesto :c,"Jan 6, 2024 · 3:49 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@JulianLeon0,"Bueno, con record negativo, con un montón de dudas como equipo, probablemente sin coach o con el plantel dinamitado próximamente.. 2024 no arranca bien para Lakers, hay que actuar y rápido, DALE PELINKA.","Jan 4, 2024 · 5:24 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@halconvista,"Yo soy de esos que no me quejo por nada, con quejas no soluciono nada, vivo y dejo vivir, disfruto con la envidia de los demás, yo tengo a la vecibicha y a la vecimasquebicha y tú envidioso que tienes además de la amargura?","Jan 6, 2024 · 2:25 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@sunghoonubecita,Este lunes ya empiezo con mi glow up asegurado ☝️☝️,"Jan 6, 2024 · 2:59 AM UTC",secure,peaceful,POSITIVO,NEUTRO
@elflojomotivado,"“El éxito no es definitivo, el fracaso no es fatídico. Lo que cuenta es el valor para continuar”  Winston Churchill. ✍️","Jan 6, 2024 · 1:00 AM UTC",optimistic,joyful,NEUTRO,POSITIVO
@CarlosNovs,"El momento más feliz de la vida de un hombre es cuando está tirado en el campo de batalla, después de haberlo dado todo, exhausto, ya no le queda más... exhausto pero ¡Victorioso!","Jan 6, 2024 · 12:25 AM UTC",successful,powerful,POSITIVO,POSITIVO
@HikouNoKangae,"Vaya semanita de insomnio más asquerosita, de verdad, ya no me funciona ni dormir junto a tremendo bombón, me he fastidiado el ciclo de sueño en una semana literal 😓","Jan 5, 2024 · 1:19 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@SolooMartin,"Ver como llevan con mucha ilusión los juguetes para sus hijes ha sido mi dosis de serotonina estos días, alch que bonito! hasta olvido lo saturado que va el metro.","Jan 5, 2024 · 10:59 PM UTC",overwhelmed,scared,POSITIVO,NEGATIVO
@Lucrebasaglia,"Es impresionante el odio q me generan los caniches; ladran PORQUE SÍ, en cualquier situación, incluso donde reina una calma apacible. Son ratas sin rostro que no sirven para nada. No son perros, son un adefesio genético creado exclusivamente para satisfacer viejas de departamento","Jan 4, 2024 · 2:25 PM UTC",secure,peaceful,NEGATIVO,NEGATIVO
@vmouraxz_,incrédulo,"Jan 6, 2024 · 1:15 AM UTC",surprised,powerful,NEGATIVO,POSITIVO
@ren_not_found,"Impactado, desilusionado, estupefacto, incrédulo con lo del Dr. Hawking. Es inverosímil, me niego a creerlo.","Jan 5, 2024 · 4:18 AM UTC",surprised,powerful,NEGATIVO,POSITIVO
@gisxllx_mh,"me meteré al gym, me inscribiré a Kung Fu para mejorar mi concentración, tener mas autoconfianza y reducir mi estrés, cuidare mas de mi alimentación, saldré mas, pero no a fiestas, saldré mas a correr, acoplare mi horario escolar con mi horario de casa. Este año, será mi año💪🏻","Jan 2, 2024 · 9:01 AM UTC",confident,powerful,POSITIVO,POSITIVO
@panthway_,estamos todos na torcida para o bin laden ?,"Jan 6, 2024 · 12:38 AM UTC",optimistic,joyful,NEUTRO,NEUTRO
@PagliaSanti,Hoy venia x la ruta y me decía coso todo eso es de beneton... a mira q loco... si y antes era de la corona inglesa.... a mira y como fue eso?.Y un espía inglés paso un año viviendo con los originarios yendo de acuífero en acuífero conociendo y en la conquista del desierto fue ez.,"Jan 6, 2024 · 2:54 AM UTC",successful,powerful,NEUTRO,POSITIVO
@khalkrueger,"A lo de Januzaj, salvo que me deis un link de un medio fiable, no le doy credibilidad. Y en caso de que el interés fuera real, preferiría que no se concretara. Es más, en ese perfil de futbolista preferiría a Kenedy, por motivos obvios.","Jan 5, 2024 · 8:57 PM UTC",secure,peaceful,NEGATIVO,NEUTRO
@Comounabomba_,Cómo hacen las q usan pelucas o extensiones para no tenerlo enredado 24/7 no entiendo,"Jan 5, 2024 · 9:00 PM UTC",stupid,sad,NEGATIVO,NEGATIVO
@Lucrebasaglia,"Es impresionante el odio q me generan los caniches; ladran PORQUE SÍ, en cualquier situación, incluso donde reina una calma apacible. Son ratas sin rostro que no sirven para nada. No son perros, son un adefesio genético creado exclusivamente para satisfacer viejas de departamento","Jan 4, 2024 · 2:25 PM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@mariespinozatkd,Mis condolencias para la familia y amigos de Carlos Bremer. Fue un gran impulsor y apasionado del deporte mexicano. Agradezco sinceramente cada atención que tuvo hacia mí. Recordaré con mucho cariño su legado. 🙏,"Jan 6, 2024 · 1:36 AM UTC",loving,peaceful,NEGATIVO,NEUTRO
@skimt__,tirao pa atrás sin preocupaciones de na’ viviendo la vida relajao hermano,"Jan 6, 2024 · 2:23 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@DimeRickSanchez,Te he extrañado más de lo usual.,"Jan 6, 2024 · 1:45 AM UTC",surprised,powerful,NEGATIVO,POSITIVO
@naysha_al,"Que bajo es que seas ridículamente despechado , vive y deja vivir","Jan 6, 2024 · 3:16 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@cgaitanvaron,"Los plebeyos se juntan con plebeyos, les pone incomodos la abundancia la prosperidad, les pone incómodos alguien que siempre esté hablando de progreso.   Nunca vas a ver a un hombre exitoso con una mujer pobre de mente a su lado.","Jan 6, 2024 · 2:24 AM UTC",successful,powerful,NEGATIVO,POSITIVO
@Daircoon,Vamos a jugar a 20 corazones...bueno 20 son muchos que sean 7,"Jan 6, 2024 · 3:49 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@felipinortega,"He concluido la experiencia de 'La sociedad de la nieve' y me encuentro asombrado. A pesar de la posibilidad de caer en el sentimentalismo, se transforma en un impresionante despliegue de cómo puede ser la condición humana. No deberían perderse esta obra. Gracias @FilmBayona","Jan 5, 2024 · 11:41 PM UTC",surprised,powerful,POSITIVO,POSITIVO
@candelismo,"q feo ser espert osea sos un viejo pelado, facho, amargado, asqueroso, cínico y despreciable pidiendo cárcel o bala para todo aquel q piense distinto 🦕","Jan 6, 2024 · 2:53 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@Puesyaqueestamo,"paul, tranquilo y sosegado, eso quiere decir que se ve bien con la canción 👏  #OTDirecto4E","Jan 4, 2024 · 4:38 PM UTC",sleepy,sad,POSITIVO,NEGATIVO
@morabus3,mi verano esta completamente pausado😕,"Jan 5, 2024 · 3:37 PM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@Paris2024Esp,#Waterpolo Europeo ♀️en Eindhoven🇳🇱 Fase de Grupos  (1°Partido) 🇪🇦 17-8 🇨🇵 -Placido debut en el europeo -La selección domino todos los cuartos -Proximo partido mañana frente a 🇮🇱,"Jan 5, 2024 · 4:39 PM UTC",relaxed,peaceful,NEUTRO,NEUTRO
@tatianasm06,"Por la película dije ""Nando Parrado tiene que ser sagitariano, qué tipo optimista"". Busco su fecha de nacimiento: 09 de diciembre. Si conoceré mi signo.","Jan 6, 2024 · 2:10 AM UTC",optimistic,joyful,NEUTRO,POSITIVO
@Joel86134107,"Es increíble que la mayoría de las personas le den importancia embriagarse a lo loco y presumir botellas de alcohol.   Yo simplemente me siento mortificado por porque no habrieron el gym en noche buena, navidad y año nuevo.","Jan 2, 2024 · 10:41 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@fraantaastik,manuel molto caloroso 👍 #unprofessore2,"Dec 12, 2023 · 9:38 PM UTC",loving,peaceful,NEGATIVO,NEUTRO
@_constitucion78,"> Art. 144 Las Cortes Generales, mediante ley orgánica, podrán, por motivos de interés nacional: c) Sustituir la iniciativa de las Corporaciones locales a que se refiere el apartado 2 del artículo 143.","Jan 6, 2024 · 2:37 AM UTC",distant,mad,NEUTRO,NEGATIVO
@Chaconnacho1,"El optimista está bien con lo que hay, al pesimista le parece una mierda lo que hay porq confía en que mucho mas","Jan 6, 2024 · 3:09 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@rocio_olmoss,que reencuentro tan incómodo diosss,"Jan 6, 2024 · 3:44 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@avalosnelson,"Lee la palabra de Dios ; Cerca de la hora novena, Jesús clamó a gran voz, diciendo: Elí, Elí, ¿lama sabactani? Esto es: Dios mío, Dios mío, ¿por qué me has desamparado?, Mateo 27:46","Jan 4, 2024 · 9:52 AM UTC",isolated,sad,NEUTRO,NEGATIVO
@treintaydosvi,Conocer lugares nuevos es muy gratificante,"Jan 5, 2024 · 11:38 PM UTC",thankful,peaceful,POSITIVO,NEUTRO
@idessire_,"Ren guarda silencio, su cabeza se inclina hacia un costado, apreciativo, como si las palabras de Mika hubieran desencadenado una sucesión de pensamientos a considerar. Él actúa como si se tratase de un comprador potencial, genuinamente interesado en obtener lo que se le es +","Dec 28, 2023 · 9:19 PM UTC",thankful,peaceful,NEUTRO,NEUTRO
@AmargadoAbogado,"Osea que si voy a X establecimiento y compro todas las botellas de Double Black que tengan, para vender tragos en la esquina de mi colonia, ¿sería yo un ""acaparador encajoso""?   Chale. Si hay más whiskys, establecimientos, bares, tequila, ron, etc.","Jan 6, 2024 · 2:33 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@TuYoExitoso,"El esfuerzo y trabajo constante le gana al talento  Si alguien con talento no pone el trabajo cada día con disciplina, no llegará a ningún lado  Ahora imagínate a alguien que tenga el talento y poniendo el trabajo cada día?  Sería imparable","Jan 6, 2024 · 2:55 AM UTC",successful,powerful,NEUTRO,POSITIVO
@rud_cass,Que tierno,"Jan 6, 2024 · 3:39 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@dany_sanlucar,Que tierno es mi vato alv lo amo,"Jan 6, 2024 · 3:25 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@_ignacio06,Y yo que llevaba el teléfono para no estar incomunicado 🚩🚩,"Jan 6, 2024 · 2:51 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@Puesyaqueestamo,"paul, tranquilo y sosegado, eso quiere decir que se ve bien con la canción 👏  #OTDirecto4E","Jan 4, 2024 · 4:38 PM UTC",relaxed,peaceful,POSITIVO,NEGATIVO
@siuolouis_,"hola acabo de ver saltburn con mí hermanito muy divertido no recomiendo, llego una parte de la peli (casi la última) en que ro me dijo que estaba sudando de lo incómodo y nervioso que estaba djejdndkkw","Jan 6, 2024 · 3:53 AM UTC",embarrassed,scared,POSITIVO,NEGATIVO
@HOSWUALS,Estoy seguro que los ateos y los anticristianos son los que más leen la Biblia...serán felices? Creo que no duermen en paz.,"Jan 6, 2024 · 3:37 AM UTC",secure,peaceful,NEUTRO,POSITIVO
@Crisenjapon,Intentar no quedarse dormida en el tren cuando te levantas a las 7am después de haberte acostado a las 2am casi es un reto...🥲🥲 Espero que hoy ya se haya calmado un poco la cosa y no venga tanta gente.,"Jan 6, 2024 · 12:07 AM UTC",relaxed,peaceful,NEUTRO,NEUTRO
@aetaeko,tengo promcional asegurado pero 48 de pity... no voy a poder sacar a navia sniff,"Jan 6, 2024 · 2:38 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@LiaVeronas,"La gratitud, como ciertas flores, no se da en la altura y mejor reverdece en la tierra buena de los humildes.  #UnidosTodosX #DeZurdaTeam","Jan 6, 2024 · 3:40 AM UTC",thankful,peaceful,NEUTRO,NEUTRO
@matthernandezm,"Me dormí con lam, puse escape perfecto y me acabo de despertar hasta gh terminó y todo en el sillón, despídanse de mi cuello que nos ha abandonado","Jan 6, 2024 · 2:48 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@S0VERITAS,"—Es que me da un poco de pereza esto de tener que ir conociendo a todo el mundo...  Pero tendría que conformarse. De nuevo, la maldita pregunta. Trató de no mostrarse irascible.  —Pues no, no tengo ni idea de quién es mi padre. Pero pronto lo sabré, ¿vale?  Habló mientras se +","Jan 5, 2024 · 8:53 PM UTC",irritated,mad,NEGATIVO,NEGATIVO
@agustt1nn,"Cada vez que busco el significado de un sueño le pega clavado, anonadado","Jan 5, 2024 · 11:47 AM UTC",surprised,powerful,NEGATIVO,POSITIVO
@ghitis,"En Colombia, entre enero y septiembre del 2023, hubo 276 homicidios cometidos por menores de edad, 23 fueron por reincidentes.  Además hubo 1.065 menores de edad capturados por hurto. El presidente no se ve muy preocupado por los menores de edad en Colombia.","Jan 6, 2024 · 3:34 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@st_chinchilla,"Mi sueño frustrado es haber estudiado alguna de las carreras que quería: comunicación, arquitectura o diseño gráfico, pero pues 🫤","Jan 6, 2024 · 3:01 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@trueno_chocol4t,"Me acabo de subir al carro de mi hermano, me siento feli🥰","Jan 6, 2024 · 3:36 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@Al3x_019,Esperando que me hablen de un número de Monterrey y me avisen que Carlos Bremer era un tío lejano y se acordó de mi en su testamento,"Jan 6, 2024 · 2:39 AM UTC",distant,mad,NEUTRO,NEGATIVO
@mingikiu,"te quiero mucho answer, mereces mucho más reconocimiento","Jan 6, 2024 · 3:14 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@NatMarulandaR,Despertarse en la noche es lo más desorientador de la vida jajajajajj creí que eran las 5am 😭,"Oct 8, 2023 · 2:39 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@oculisinefacie,"— Cierra la boca. — señaló en dirección al ruso, más que exasperado.  No está para chistes de pitos, no.","Dec 29, 2023 · 12:38 AM UTC",irritated,mad,NEUTRO,NEGATIVO
@SeleneSenaa,También me veo cantando a corazón desbordante  todos los temas de Floricienta,"Jan 5, 2024 · 11:30 PM UTC",overwhelmed,scared,POSITIVO,NEGATIVO
@_sergio_54_,mi hermano es un mentiroso compulsivo JAJAJAJAJA,"Jan 5, 2024 · 9:04 PM UTC",jealous,mad,NEGATIVO,NEGATIVO
@cubitodedani,"misterioso, apasionado","Jan 6, 2024 · 2:23 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@DulceCangri,esta llamando mi atención porque quiere que le haga lalalala,"Jan 6, 2024 · 3:39 AM UTC",loving,peaceful,NEUTRO,NEUTRO
@KSAPTY,"“Cero amor, comprensión y ternura” 🫠🫠🫠","Jan 6, 2024 · 3:29 AM UTC",loving,peaceful,NEGATIVO,NEUTRO
@D_FEBO,Niño Palstino es el nuevo David y El vehículo blindado Sionista es el nuevo Goliat.,"Jan 5, 2024 · 3:35 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@WalterH32944002,Ta pa dormir con vos mi amor,"Jan 6, 2024 · 3:41 AM UTC",loving,peaceful,NEUTRO,NEUTRO
@Lucianov02,seguro esta en el campo por eso no sube pavada,"Jan 6, 2024 · 3:37 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@Meriit0,hace una sala de voz🤗 me hablan amigos🙂 se pone celoso e interrumpe😵‍💫 al final solo él habla ☠️,"Jan 6, 2024 · 3:37 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@Claudia_Ball_,"Como directivo he escuchado muchas cosas,he visto mucho, he gestionado,me he plantado,he frenado,he resuelto,he preguntado,he colaborado,he pedido ayuda.Lo que aún me cuesta es escuchar a un docente llorar porque no cobra sueldo.Qué decirle?Si haces todo y no cobra. Hoy fue eso😟","Jan 6, 2024 · 1:48 AM UTC",secure,peaceful,NEGATIVO,POSITIVO
@DanielSantosHz,"Miro luces en lo obscuro, mami tú eres mi conjuro, tu cintura me pone relax","Jan 6, 2024 · 3:26 AM UTC",stupid,sad,POSITIVO,NEGATIVO
@DanyGlouber,Necesito presupuesto para hacerme lolas y luego de eso me pasen la página de #Los8EscalonesDelMillon ?  El apartado inscripción para ser más precisos. Se agradece un montón.  Buenas noches,"Jan 6, 2024 · 12:54 AM UTC",distant,mad,NEUTRO,NEGATIVO
@LauraGo88537200,"Aunque me genere incertidumbre el futuro, sé que será brillante, lleno de abundancia y felicidad, así lo declaro y así haré que pase","Jan 6, 2024 · 3:12 AM UTC",optimistic,joyful,POSITIVO,POSITIVO
@BuenCiudadano1,Uno de nuestros compromisos es promover valores humanos basados en el sentido común y el civismo. Necesitamos confiar más en nosotros mismos y ocuparnos del bienestar de todos. La bondad es fuente importante de fuerza interior y autoconfianza. ¡Qué fácil es ser un buen ciudadano!,"Jan 2, 2024 · 7:24 PM UTC",confident,powerful,POSITIVO,POSITIVO
@_LilianaOl,Yo en depresión y el otro enojado disque porque no le contesto los mensajes,"Jan 6, 2024 · 3:43 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@SHAIxMVP,Daigneault enfadado. Tenía sangre y todo el tío al final.,"Jan 6, 2024 · 2:42 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
